min_impurity_decrease,train_acc,test_acc
0.0,1.0,0.9385964912280702
0.001,0.9978021978021978,0.9385964912280702
0.005,0.9956043956043956,0.9385964912280702
0.01,0.989010989010989,0.956140350877193
0.02,0.989010989010989,0.956140350877193
0.05,0.9604395604395605,0.9385964912280702
